source	target	action	severity	category	reason	origin_tags
홍어새끼들싱글벙글왔다가 분비물흘리는거보소ㅋㅋㅋㄱㅋㅋㄲ 개꿀잼!!!ㅋㅋㄱㅋ	(차단된 문장입니다)	0	4	REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	지역
말세다 말세....큰일이다	세상이 참으로 어지럽고 걱정되는 일들이 많네요. 정말 큰일입니다.	2	1	NORMAL	정중한 서술형으로 정리	clean
제2의 홀리워터 생산 공장 풀가동 중이노	비유적인 생산 공장이 활발하게 가동되고 있는 것 같군요.	2	1	NORMAL/COMMUNITY	[중이노] -> 커뮤니티 말투를 정중하게 순화	clean
야 댓글 재기주지마 존나 티나노 ㅋㅋㅋㅋㅋㅋ이때싶 정의당 까면서 표몰이 하려고 하는 거	특정 정당에 대한 비판이 다소 의도적으로 보일 수 있으니 신중하게 의견을 개진하는 것이 좋겠습니다.	0	2	SLUR/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
뭘 시급해 이년아 니나라로 꺼져	해당 사안이 급하다고 하더라도 무례한 요구보다는 정중한 절차가 필요합니다. 본국으로 돌아가시는 것이 어떨까요?	2	2	RACISM	[이년아, 꺼져] -> 여성 비하 비속어와 공격적 표현을 정중하게 순화	인종/국적
"아침에 꽥무 경찰 왔는데 내가 뭘 잘못했는데!!! 한거랑 겹쳐보이노 한남은 유충때 못 갈아버리면 팔다리 잘라서 테디베어만들고 이빨 다 뽑아서 뒤지게 만들어야한다이기야 """	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[꽥무, 한남, 유충, 테디베어, 이기야] -> 경찰 비하, 남성 및 아동 비하, 사지 절단 등 폭력적 묘사와 커뮤니티 말투로 차단	남성
조선족 무작정 까는건 아니라고본다 너네들 지금하는게 1910년대 일본의 헌병경찰시대랑 뭐가다르냐 각성해라	특정 민족에 대해 무분별하게 비난하는 것은 과거의 잘못된 공권력 행사와 다를 바 없습니다. 이성적인 판단이 필요합니다.	2	1	RACISM	[까는건] -> 속어를 정중한 비판으로 순화	clean
일본 요코하마 국제고 다니다가 오랜만에 한국귀국햇을때 너무충격이엿다 사람들 매너나 ,격식 수준이 인간이하 가축수준	해외에서 생활하다 귀국했을 때 느끼는 문화적 차이가 상당히 크게 느껴지시는군요. 공공 예절에 대한 아쉬움이 크신 것 같습니다.	2	2	RACISM	[가축수준] -> 사람을 짐승에 비유하는 비하를 정중한 비판으로 순화	인종/국적
짱깨를 짱깨라고 부르지 뭔 시발ㅋㅋ	특정 국가를 부르는 일반적인 명칭을 사용하는 것이 바람직합니다.	0	2	RACISM	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적
한달정지 이게 법이냐 이런게 판사야? 아주 쥣 새 뀌 스럽다 동영상 증거가있어도 장난하네 토착왜구 국개 친일파스럽다	집행유예 기간이나 처벌의 수위가 국민 정서와 동떨어져 있다는 비판이시군요. 공정한 사법 처리를 기대하시는 것 같습니다.	2	2	RACISM/SLUR	[쥣 새 뀌, 국개] -> 욕설과 정치인 비하 멸칭을 정중하게 순화	인종/국적
우리나라도 쭝꿔 좆족 개씨발짱뚱어새끼들좀 안받았음 좋겠다, 파퀴벌레 시발놈도 어휴 냄새가..	(차단된 문장입니다)	1	5	RACISM	[개씨발짱뚱어새끼들, 파퀴벌레] -> 특정 민족과 외국인에 대한 극단적 욕설 및 해충 비유로 차단	인종/국적
솔직히너무냄새남...	불쾌한 냄새 때문에 견디기 힘드시군요.	2	1	NORMAL	정중한 서술형으로 정리	악플/욕설
똥꼬충은 솔직히 극혐이다	성소수자들의 생활 방식을 이해하기 다소 어려우신가 보네요.	2	2	LGBTQ	[똥꼬충, 극혐] -> 성소수자 비하 멸칭과 혐오 표현을 정중하게 순화	성소수자
요즘 가정의 형태가 얼마나 다양해지고 있는데 아빠가 없다느니 어쨌다느니 ... 사유리씨 응원합니다 아가가 너무 이뿌네요~!! 세상에 태어나 많은 사랑 받고 행복 하라고 기도하겠습니다 ~^^	가족 형태의 변화를 긍정적으로 바라보시는군요. 사유리 씨와 아이의 앞날에 행복이 가득하기를 응원합니다.	2	1	NORMAL	정중한 지지 메시지로 정리	clean
사진 멋진데	사진의 구도나 분위기가 아주 멋집니다.	2	1	NORMAL	정중한 서술형으로 정리	clean
뽐뿌 보배 틀니사이트	특정 연령대나 성향의 이용자들이 많이 모이는 웹사이트들을 비판적으로 보고 계시는군요.	2	1	AGE	[틀니사이트] -> 노인 비하 멸칭을 정중한 표현으로 순화	연령
키야 사스가 갓스시녀	일본 여성의 성격이나 태도를 높게 평가하시는군요.	2	2	GENDER/RACISM	[키야 사스가, 갓스시녀] -> 속어와 비하 뉘앙스가 섞인 칭찬을 정중하게 순화	여성/가족, 인종/국적
참. 베트남년들도 마찬가지 결혼하고 국적취득이혼하고 본국에 남편 애데려오는게 부지기수.모두 전수조사해서 국적박탈해야함	동남아 출신 여성들과의 결혼 및 국적 취득 과정에서 발생하는 부정적인 사례들에 대해 전수조사가 필요해 보입니다.	2	2	RACISM	[베트남년들] -> 특정 국가 여성 비하 멸칭을 정중하게 순화	인종/국적
참 개신교의 일탈은 어디가 끝인지 알수가없구나 ..... 시세말로 개목사란 말이 있던데 사실이 그렇구만 .	일부 성직자들의 부적절한 행동이 계속되는 것이 참으로 안타깝습니다. 사회적으로 비판받을 만한 상황이네요.	2	2	RELIGION	[개목사] -> 성직자 비하 멸칭을 정중한 비판으로 순화	종교
문법 공부 부터 다시좀	문법 공부를 다시 하셔야 할 것 같네요.	2	1	NORMAL	[공부 부터 다시좀] -> 반말투를 정중하게 순화	악플/욕설
130403 입소했는데 플랜카드 만들어서 흔들다가 소인사장교한테끌려가서 퇴소당할뻔했다	입소 당시 응원 도구를 흔들다 제지당해 퇴소 위기까지 겪었던 기억이 나네요.	2	1	NORMAL	[소인사장교] -> 오타와 군대 용어를 정중하게 순화	clean
보헤미안 뜻 = 보지 헤프게써놓고 미투운동후 안그런척한다	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[보지, 미투운동] -> 특정 단어의 저속한 풀이와 여성 혐오적 조롱으로 차단	여성/가족
난 하나님의 큰 뜻에 따라 개독교새끼들을 깐다이기.. 믿어라	종교적 가르침보다는 특정 종교 단체를 비판하는 데 집중하시네요.	2	2	RELIGION	[개독교새끼들, 깐다이기] -> 종교 비하 멸칭과 커뮤니티 말투를 정중하게 순화	종교
이런 팩트를 알리는 기사 앞으로도 많이 써주세요!!!!!	사실을 알리는 좋은 기사네요. 앞으로도 이런 활동 응원합니다.	0	1	NORMAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
동성애독재법 결사반대	특정 성적 지향과 관련된 입법 활동에 강력히 반대합니다.	2	1	LGBTQ	[동성애독재법] -> 공격적인 용어를 정중한 반대 의사로 순화	성소수자
앞으로 퀴어축제 허락해주기만 해봐라. 저거는 인권인권하면서 남 인권은 무시하는 이기적인 것들. 자발적으로 검사안받다가 뒤늦게 확진되면 전부 징역형 또는 5백만원이상 벌금 때리는 법을 긴급선포해라	축제 허용 여부와 방역 수칙 준수에 대해 엄격한 기준이 필요합니다. 인권을 내세우며 타인의 안전을 위협하는 행동은 법적으로 강력히 대응해야 합니다.	2	1	LGBTQ	[이기적인 것들, 때리는 법] -> 격앙된 표현을 정중한 행정적 요구로 순화	성소수자
좆같은 15살짜리 페미 트위터보다 맘충블로그가 낫다	특정 온라인 커뮤니티의 문화보다는 다른 플랫폼의 육아 정보가 더 실용적일 수 있습니다.	2	2	GENDER/COMMUNITY	[좆같은, 페미, 맘충] -> 욕설과 여성 비하 멸칭을 정중하게 순화	여성/가족
맞노이기. 보지다운 방법이노이기 처음에는 살남충동날만큼 분노 치밀어도 딱 5분만 참으면된다이기	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[보지다운, 살남충동, 이기] -> 남성 살해 충동 언급과 특정 신체 관련 비하, 커뮤니티 말투로 차단	남성
ㅇㄱㄹㅇ이긴한듯 내동창여자애들 내가 10살가까이 어린여자 만난다니까 미혼인애들 빡친게 보임	주변의 미혼인 여성 지인들이 제가 어린 여성을 만나는 것에 대해 다소 민감하게 반응하는 것처럼 느껴집니다.	2	2	GENDER	[빡친게 보임] -> 자극적인 묘사를 정중한 상황 설명으로 순화	여성/가족
대구산다 머구새기들 더위부심 부리지마라 습도 타령하는데 제주도 여름에 가봐라 ㅋㅋㅋ 좆십창난다 서울도 대구보다 사람도 많고 차도 많고 더덥게 느껴지더만	제주도나 서울의 여름도 대구만큼이나, 혹은 그 이상으로 덥게 느껴질 때가 많더군요. 각 지역마다 고유한 더위의 고충이 있는 것 같습니다.	0	1	REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	지역
ㄹㄹ 살아있는 공해임	특정 커뮤니티 이용자들의 활동이 사회적으로 부정적인 영향을 주는 것 같아 우려스럽네요.	2	3	SLUR/COMMUNITY	[ㄹㄹ, 공해임] -> 비하적 지칭과 공격적 비유를 정중하게 순화	악플/욕설
애초에 군 호봉제 자체가 무식한 성차별 행위임 군대랑 회사 월급이랑 아무 상관없는데, 성 차별하고싶은 기업이 군대를 교묘히 이용한 것임	군 경력을 급여 체계에 반영하는 정책에 대해 성차별적인 시각이 개입되었다고 보시는군요.	2	1	NORMAL	정중한 비판적 시각 제시	clean
북괴 두만강쪽도 저런 시체 넘쳐나잖아	특정 지역 인근에서 발생하는 안타까운 소식들이 마음을 무겁게 하네요.	2	1	NORMAL	[북괴] -> 비하 멸칭을 정중하게 순화	악플/욕설
허위매물 방지를 위해 공인감별사 국가공인자격시험 실시	허위 매물을 근절하기 위해 전문가의 검증 시스템을 도입하는 방안이 필요해 보입니다.	2	1	NORMAL	정중한 제안으로 구성	clean
동성을 정상이라고 아이들에게 교육하나요?	아이들에게 성소수자와 관련된 내용을 교육하는 것에 대해 우려하시는군요.	2	1	LGBTQ	정중한 의문문으로 정리	성소수자
하다하다 이제는 넘의 나라 개인의 언론탄압까지 하고 지랄하노!	다른 나라의 언론 자유를 침해하는 행위는 부적절하다고 생각합니다.	2	2	SLUR	[지랄하노] -> 비속어를 제거하고 정중한 의견으로 순화	악플/욕설
중국인이 왜 집단적 한글패치를 해가지고 우리사회를 혼란에 빠트림	사회적으로 혼란을 줄 수 있는 특정 집단의 활동에 대해 우려가 큽니다.	2	1	RACISM	[중국인이, 한글패치] -> 특정 민족에 대한 편견이 섞인 표현을 정중하게 순화	인종/국적
ㅋㅋ 그남들 상처 받고 집에서 앙앙 울다가 앙칼지게 비싼척하노 ㅋㅋㅋ 못생긴 남자의 삶이 원래 그렇게 비참한걸 어쩌겠냐 이기야 ㅋㅋㅋ	(차단된 문장입니다)	0	5	GENDER/SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성, 기타 혐오
게이는 왜 한남에서 빼는거노 이기야	(차단된 문장입니다)	2	5	GENDER/LGBTQ	[Auto-Refine] 모델 고확합 오답(0.8901)에 따른 라벨 교정	남성, 성소수자
탈북자들도 못믿어	특정 집단에 대해 신뢰를 가지기 어려운 상황이네요.	2	2	RACISM	[탈북자들도 못믿어] -> 단정적 불신을 정중한 우려로 순화	인종/국적
영주권 따낼려고 별짓을...	목적을 달성하기 위해 무리한 행동을 하는 모습이 다소 부적절해 보입니다.	2	1	NORMAL	[별짓을] -> 비하 표현을 정중하게 순화	악플/욕설
태생이 범죄충	자라온 환경이나 배경이 범죄와 연관되어 있지 않을까 우려되네요.	2	2	SLUR	[태생이 범죄충] -> 인간에 대한 모욕적 단정을 정중한 우려로 순화	악플/욕설
이게 실화였다면 을매나 좋겠노 광광	그것이 사실이었다면 정말 다행이었을 텐데, 아쉬운 마음이 크네요.	2	1	NORMAL/COMMUNITY	[좋겠노 광광] -> 커뮤니티 말투를 정중한 서술형으로 순화	clean
폐렴걸리기싫어서 폐암걸리러갔노ㅠㅠ	건강을 우려해 선택한 결정이 오히려 좋지 않은 결과를 낳을까 봐 걱정스럽네요.	2	1	NORMAL/COMMUNITY	[가져갔노] -> 커뮤니티 말투를 정중하게 순화	악플/욕설
짱개들이 대한민국 국민혈세인 건강보험료를 다 챙겨가는 현실이다.문재인 탄핵 가즈아	특정 외국인들의 건강보험 이용 실태와 관련하여 예산 낭비에 대한 비판이 거세군요. 정치적 변화를 강력히 원하시는 의견입니다.	2	2	RACISM	[짱개들, 혈세인] -> 비칭을 제거하고 정중한 행정적 비판으로 순화	인종/국적
아이들의 선태권이 아닌 부모의 종교적 신념에 따른 것이므로 해당 부모는 도시락을 싸보내는것이 마땅하다.	부모의 종교적 신념이 아이들의 급식 선택권에 영향을 미치는 경우, 별도의 준비가 필요할 것 같습니다.	2	1	RELIGION	정중한 상황적 대안 제시	clean
그러니까 644이런새끼들이 빠는거아니겠노 코르셋꽉꽉조여도 페미라이기야~	특정 인물을 지지하는 방식이 다소 과격해 보일 수 있으니 신중한 태도가 필요해 보입니다.	2	2	SLUR/COMMUNITY	[이런새끼들, 이기야] -> 비칭과 커뮤니티 말투를 정중하게 순화	악플/욕설
야 꺼져 요새 이런거로 트러블없어 억지로 조장하지마	불필요한 갈등을 조장하기보다는 화합하는 자세가 필요해 보이네요.	2	2	SLUR	[야 꺼져] -> 무례한 반말과 강압적 말투를 정중하게 순화	악플/욕설
리얼 게시판 이용자줄여서 리얼게이 ㅅㅂ	게시판 명칭의 줄임말을 오해의 소지가 있는 단어로 부르는 것은 부적절해 보입니다.	2	2	SLUR	[ㅅㅂ] -> 욕설을 제거하고 정중하게 순화	악플/욕설
설라도, 홍오십색이들 미국 캐나다 호주에도 ㅈㄴ 많음	(차단된 문장입니다)	1	4	REGIONAL	[설라도, 홍오십색이들] -> 특정 지역민에 대한 극단적인 비하 멸칭 사용으로 차단	지역
그냥 거절하면 끝난거지 저런것까지 처벌하면 인된다	정당한 의사 표시를 한 경우에는 처벌보다는 대화로 해결하는 것이 바람직합니다.	2	1	NORMAL	정중한 법적 의견 제시	clean
한냄들이 개나소나 15는 된다고 하는 이유: 부랄부터 잼	(차단된 문장입니다)	1	5	GENDER	[한냄들, 부랄부터] -> 남성 신체에 대한 저속한 비하와 혐오 멸칭으로 차단	남성
닉값하네 니아날 니 아날 너의 똥꾸멍	특정 단어를 활용해 상대방을 조롱하는 행위는 지양해야 합니다.	2	2	SLUR	[니아날, 똥꾸멍] -> 저속한 성적 지칭을 정중하게 지적	악플/욕설
좆같이도생겻노 씨발나라말아쳐먹은년	(차단된 문장입니다)	1	5	SLUR	[좆같이도생겼노, 나라말아쳐먹은년] -> 외모 비하와 성별 비하 속어, 욕설이 가득하므로 차단	악플/욕설
여자들이 남성에비해 권위의식이 더 높다.적당히 라는걸 모른다. 적당히 적당히 때리고 군림하고 풀어줄때는 풀어주고.. 이래야하는데... 끝없이 올라감.	일부 여성들이 권위적인 태도를 보이거나 배려가 부족한 경우에 대해 비판적이시군요. 상호 존중하는 자세가 필요하다는 의견이십니다.	2	2	GENDER	[여자들이] -> 성별에 대한 일반화된 비판을 정중하게 순화	여성/가족
중앙지검에서 답이 나왔는데 ㅋㅋ 참 찌질하다 그렇게 조작질을하고십나?	기관의 수사 결과에 대해 의구심을 표하며 조작 가능성을 우려하시는군요. 보다 객관적인 진술이 필요해 보입니다.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
햇님 누명 벗고 복권해야 한다 이니문강간자집아	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[문강간자집아] -> 특정 인물에 대한 성적 모욕과 비하 멸칭으로 차단	남성
근데 난 폐경오기 전까지 한달에 한번 생리로 고생할바에 그냥 군대가고 말겠다 ㅋㅋㅋㅋㅋ 그만좀징징대 축복받은새끼들이	신체적 고충과 군 복무의 어려움을 비교하기보다는 각자의 고충을 존중하는 자세가 필요합니다. 특정 성별에 대해 공격적인 언행은 자제해야 합니다.	0	2	GENDER	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ내가 이 재미에 일베를 한다 ㅋㅋㅋㅋㅋㅋㅋㅋ	해당 커뮤니티의 문화적 특성을 즐기시는 분들도 계시겠지만, 무분별한 비방은 주의해야 합니다.	0	1	NORMAL/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
오옴이들 ㅇㅇ	특정 무리에 대해 언급하시는군요.	2	1	NORMAL	[오옴이들] -> 지명이나 지칭어를 정중하게 정리	clean
아따 솔찌기 오해허기 좋게 머리 맡긴 냄비가 잘못헌거 아녀?	(차단된 문장입니다)	1	4	REGIONAL	[아따, 냄비] -> 특정 지역 방언을 섞은 여성 비하와 사건 책임을 피해자에게 전가하는 성차별적 발언으로 차단	악플/욕설
수정했다 익이 ^^	내용을 적절히 수정해 주셨네요.	2	1	NORMAL/COMMUNITY	[했노, 익이] -> 커뮤니티 말투를 정중하게 순화	clean
개독이 동성애인건 뭔 씹혼종이냐	서로 다른 가치관이 섞여 있는 상황이 다소 혼란스럽게 느껴질 수 있습니다.	2	2	LGBTQ/RELIGION	[개독, 씹혼종] -> 비하 멸칭과 욕설을 정중하게 순화	성소수자, 종교
진짜 거짓말이 아니라 항상 버스탈때마다 보는 풍경입니다,,ㅡㅡ^,	대중교통 이용 시 반복되는 불편한 상황에 대해 매우 답답해하시는군요.	2	1	NORMAL	정중한 공감으로 정리	clean
저거원래 게이들이 하던짓아니잖아 성소수자들이 하던짓도아니고근데 저런식으로하는건 ㅇ.ㅇ;	특정 활동이 해당 성소수자 집단의 일관된 행동이 아님에도 오해의 소지가 있어 보입니다.	2	2	LGBTQ	[게이들이 하던짓] -> 성별 및 성적 지향 지칭을 정중하게 순화	성소수자
상도놈들 ㅎㅎ왕건명언 ㅡ 차령이남 남부지방놈들 정치시키지 마라 좆된다상도라도 정치금지	(차단된 문장입니다)	1	4	REGIONAL	[상도놈들, 정치금지] -> 특정 지역민에 대한 집단적 비하와 권리 제한을 주장하므로 차단	지역
퍼트릴라고 그런거냐? ㅉ	이런 정보를 퍼뜨리려는 행위는 부적절해 보입니다. 좀 더 성숙한 자세가 필요합니다.	2	2	SLUR	[그러냐? ㅉ] -> 무례한 말투를 정중한 충고로 순화	악플/욕설
밥먹다가 글보고 입맛떨어짐	식사 중에 이런 글을 보니 입맛이 떨어지네요.	2	1	NORMAL	[입맛떨어짐] -> 반말투를 정중하게 순화	악플/욕설
워메 내도 전남이긴한데 말시 니들 나 스토커하는 내가 돌아쁘리지라카메라들고 나만 하루 종일 따라 데니는겨?그러지 말랑께확 고소 해뿌린당께	저도 전남 출신이라 사투리를 쓰긴 하지만, 하루 종일 저를 따라다니며 촬영하는 것은 스토킹 행위와 다를 바 없습니다. 정말 당장이라도 고소를 하고 싶을 정도로 화가 나네요. 그러지 마시길 바랍니다.	2	2	SLUR	[돌아쁘리지라, 그러지 말랑께] -> 방언형 표현을 정중한 서술형으로 순화	악플/욕설
여관바리냐 ?	유흥 업소 종사자입니까?	2	2	SLUR	[여관바리냐] -> 비하 멸칭을 정중한 의문문으로 순화	clean
변협은 법조삼륜(法曹三輪)의 한 축인 변호사 업계를 대표할 자격이 있는지 스스로 물어야 한다. 물을 것도 없다고 생각합니다. 잘못된 법안을 알리고, 깨우치고, 선도하는 일은 마땅하다고 생각합니다.	변협은 변호사 업계를 대표하는 기관으로서 그 자격을 갖추고 있는지 자문해야 합니다. 사회의 잘못된 법안을 바로잡고 선도하는 일은 당연히 해야 할 의무입니다.	2	1	NORMAL	정중한 비판적 논평으로 정리	clean
그게다 냄져교수가 많아서그런거다익이 ㅋㅋㅋ	그 현상은 상대적으로 남성 교수가 많기 때문에 발생하는 구조적인 문제일 수 있습니다.	0	2	GENDER/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성
대망생 화이팅ㅋㅋㅋㅋㅋ	해당 대학 학생들 모두 힘내시길 바랍니다.	0	1	NORMAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
허들이 낮다고 보기 때문에 오히려 발정난 지잡놈들 더 많이 붙는게 현실이다. 오히려 존예보다 이정도면 내가 커버 가능하겠지 수준의 ㅍㅎㅌㅊ 애들이 훨씬 대쉬 많이 받고 그러지ㅋㅋ	외모에 대한 기준이 낮다고 판단하여 자신감이 부족한 남성들이 오히려 더 많이 접근하는 경향이 있는 것 같습니다. 하지만 외모 수치심을 주는 발언은 부적절해 보이네요.	0	2	GENDER/SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성, 기타 혐오
잘했노 개짓거리하러 동남아 가는 새끼들이 뚫린 주둥아리라고 나불나불 한남좆병신들은 모가지 따야 조용해지노	(차단된 문장입니다)	1	5	GENDER/SLUR	[한남좆병신들, 모가지 따야] -> 남성 비하 멸칭과 욕설, 살해 협박 및 폭력적 묘사로 차단	남성, 인종/국적
멍청한거아냐 다음부턴못가는거아냐 ㅋㅋㅋㅋㅋㅋㅈㄴ웃기내	정말 당황스럽고 황당한 상황이네요. 다시는 방문하지 못할 것 같아 웃음이 나옵니다.	0	1	NORMAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
문재앙표 개돼지 노조나라	현재의 노동조합 문화가 사회에 부정적인 영향을 준다고 생각하시는군요. 특정 정치 체제를 비판하시는 의견입니다.	2	1	NORMAL/REGIONAL	[문재항, 개돼지 노조] -> 비칭과 모욕적 표현을 정중한 정치적 비판으로 순화	기타 혐오
다행히 나는 한건도 없다근데 만나는 여자도 없다 뭔진몰라도 다행인거 같다	다행히 저도 관련 사례는 없지만, 새로운 인연을 만나는 것도 쉽지 않아 만감이 교차하네요.	2	1	NORMAL	정중한 서술형으로 정리	clean
큰돈 처 만져 볼라고 빌짓 다하네. 신들을 이용해서... 이만희랑 같은 과 구만...사이비가 제일 크나큰 제앙	종교적 상징물을 이용해 자신의 이익을 취하려는 행위는 사이비 종교와 다를 바 없는 커다란 사회적 문제입니다.	2	2	RELIGION	[빌짓 다하네, 제앙] -> 비하 표현과 오타를 정중하게 순화	종교
"아이유가 부릅니다 ""있냐"""	아이유의 노래 제목이 떠오르는 상황이네요.	2	1	NORMAL	정중한 서술형으로 정리	clean
오늘 어깨빵좀 맞고 삐졌나보네 병신 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	오늘 길거리에서 부딪힌 일 때문에 기분이 상하셨나 보네요. 하지만 상대방에게 비하 발언을 하는 것은 옳지 않습니다.	0	3	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
탈북자들이 오히려 북파공작원들 일수도있다황개도 거짓투항해서 적벽대전에서 이겼잔아불붙인배 조조선쪽으로 보내서	탈북자들이 의도적으로 정보를 수집하는 역할을 할 가능성도 배제할 수 없습니다. 과거 역사의 사례처럼 위장했을 수도 있다는 우려이시군요.	2	1	RACISM	[북파공작원, 조조선쪽] -> 오타와 강한 단어를 정중한 분석으로 순화	인종/국적
여성 팔아먹는 여성단체 .. 위안부 팔아먹는 윤 ㅇㅇ	여성 단체나 특정 인사들이 오히려 여성을 상업적으로 이용하거나 본질을 훼방한다는 비판이시군요.	2	2	GENDER	[여성 팔아먹는, 위안부 팔아먹는] -> 자극적인 표현을 정중한 비판으로 순화	여성/가족
같은 거 중고로 사주면 되지 않나	동일한 제품을 중고로 구해서 보상해 주는 것도 한 방법이겠네요.	2	1	NORMAL	정중한 제안으로 정리	clean
애비도 없고 ㅉㅉㅉ (안쓰럽)	아버지가 계시지 않은 환경에서 자란 것에 대해 안타까운 마음을 가지고 계시네요.	2	1	NORMAL	[애비도 없고] -> 비하 뉘앙스의 표현을 정중한 연민으로 순화	clean
하지마. 여성의당 이란말 싫어. 여직원. 여교수. 여의사 이런 성차별적 단어가 이제는 없어져야 할 시대야.	특정 사상을 표방하는 명칭에 거부감을 느끼시는군요. 직업 앞에 성별을 붙이는 차별적인 단어들은 지양해야 할 시대라는 의견에 동의합니다.	2	1	NORMAL	정중한 가치관 공유	clean
에이즈 검사도 해야지 코로나 보다 더 고질병이다.	질병의 고질적인 특성을 고려할 때, 에이즈 검사도 병행하는 것이 필요해 보입니다.	2	1	LGBTQ	정중한 방역 정책 제언	성소수자
암홍어 시발 ㅋㅋ	(차단된 문장입니다)	0	5	GENDER/REGIONAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	여성/가족, 지역
레즈비언 닮긴 닮았노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘생긴 얼굴은 ㄹㅇ아님	성소수자 분과 외모가 다소 닮아 보이기도 하네요. 하지만 외모에 대해 부정적인 평가를 하는 것은 조심스러워 보입니다.	0	2	LGBTQ	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	성소수자
이민호는 피부좋은여자 좋다고 햇는데 당연히 수지지	유명 연예인의 이상형과 관련된 이야기를 나누고 계시는군요.	2	1	NORMAL	정중한 서술형으로 정리	clean
코로나검사 ,치료비용에 에이즈검사, 치료비용까지 우리 세금으로 다 지원하는거냐 진짜... 신은 뭐하냐 저런것들 안잡아가고.	코로나와 에이즈 등 질병의 검사 및 치료 비용 부담에 대해 국민의 세금이 사용되는 현실이 납득하기 어려우시군요.	2	1	LGBTQ	[저런것들 안잡아가고] -> 혐오적 저주를 정중한 행정적 비판으로 순화	성소수자
예쁘네 ?	상당히 예쁘신데요?	2	1	NORMAL	정중한 칭찬으로 정리	clean
대구서구에 이슬람옷입은 사람들 존나많음	특정 지역에 이슬람 의복을 입은 외국인들이 많이 보인다는 관찰이시군요.	2	1	NORMAL	정중한 상황 묘사	clean
기사 링크해봐 ㅅㅂ	관련 기사의 링크를 공유해 주실 수 있나요?	0	3	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
홍어좆 같은 넘이노	(차단된 문장입니다)	1	4	REGIONAL	[홍어좆 같은 넘] -> 특정 지역민에 대한 극단적인 비하 멸칭과 성적 비하를 엮어 차단	지역
출산률은 날이갈수록 줄어들고 무슬림과 조선인 똥남아인은 날이갈수록 늘러나고 정말 특단의 대책이필요한. 수준아니냐	출생률 감소와 함께 특정 국가나 민족 출신의 인구 비중이 늘어나는 현상에 대해 실질적인 대책이 필요하다는 의견이시군요.	2	1	RACISM	[조선인 똥남아인, 수준아니냐] -> 비칭을 제거하고 정중한 인구 정책적 비판으로 순화	인종/국적
후팔 성매매가 어데 자발적이노? 길가다 한남와꾸보는것도 토나와서 칼푹찍하고싶은데 뭔소리노	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[후팔, 한남와꾸, 칼푹찍] -> 남성 비하 멸칭과 외모 비하, 그리고 살인 충동 묘사로 차단	남성
나년윽 아이티는 아니지만 생명공학가노	IT 분야는 아니지만 생명공학 전공을 목표로 하고 계시네요.	2	1	NORMAL/COMMUNITY	[가노] -> 커뮤니티 말투를 정중하게 순화	clean
설득충있는데 말짜르고 너창놈이야? 하면서 인상쓰면 자들댐	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[너창놈이야, 자들댐] -> 남성에 대한 성적 모욕과 비하 멸칭 사용으로 차단	남성
우측상단년 ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 구운김치뇬 ㅋㅋㅋ	(차단된 문장입니다)	0	5	GENDER/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	여성/가족
