line_id	source	true_label	pred_label	is_correct	confidence	category	tags
4437	역시 피싸개들이 맘충 소리 듣는건 자업자득귀가 얇고가랑이가 가볍고	1	2	False	0.5786	GENDER	N/A
4439	난 섹스한 젖탱이년들이 나오는 게임함힘들어도 예쁘고 커다란 2D 젖탱이를 보면 그냥 행복해짐^^	2	1	False	0.5553	NORMAL	N/A
4442	어데서 창남이 고개 빳빳이 들고... 상폐라서 생체 딜도로도 못 쓰겠노	1	2	False	0.5202	GENDER/AGE	N/A
4444	우와... ㅋㅋㅋㅋ	2	0	False	0.5709	NORMAL	N/A
4458	동의헙니다	2	0	False	0.6669	NORMAL	N/A
4461	솔직히 여자가 죽을만했다 여자가 페미 스타일에 머리를 하고 있슴	1	2	False	0.9015	GENDER	N/A
4470	매브니 열려라 제발제발제발	2	0	False	0.5356	NORMAL	N/A
4471	이년 통찰력 지리노 ㅋㅋㅋㅋㅋ스시좆이랑 혐애했었는데 ㄹㅇ 다 똑같노 ㅋㅋ 반면 한남충들의 음침하고 보기만 해도 기분 다운되는 식민지남성성 잘 집어냈노ㅋㅋㅋㅋ 스시남이 한남충 한번더 쓸어주면 좋겠노 ㅋㅋㅋ	1	2	False	0.6469	GENDER/COMMUNITY	N/A
4477	황폐해진 세상과 마음의 복음이 푸른 숲을 이루길 기도합니다	2	0	False	0.5643	NORMAL	N/A
4490	5번이 1번되어야하는거 아니냐 솔직히?	2	0	False	0.5186	NORMAL	N/A
4506	휴 고득점이라 다행이다	2	0	False	0.5908	NORMAL	N/A
4524	두 분 다 매력이 장난 아니네요. ㅎㅎ	2	0	False	0.5066	NORMAL	N/A
4528	엘리베이터 무섭다...안 탈 수도 없고	2	0	False	0.5452	NORMAL	N/A
4532	박사모좆족새끼들 진심 죽여야된다	1	2	False	0.5798	RACISM	N/A
4537	교회가 방역을 철저히하여 한국교회가 세상가운데 희망이 되기를 바랍니다.	2	0	False	0.619	NORMAL	N/A
4542	저 시절에 이미 본질을 깨달으신 분이네	2	0	False	0.5639	NORMAL/COMMUNITY	N/A
4546	전라도 경상도 사람들 존나 생선비린내 나더라 가까이가도 존나 비린내 썩은내 존나 남	1	2	False	0.6287	REGIONAL	N/A
4547	소통과 공감으로 한국교회가 하나되길 바라며  성탄절에는 교회가서 예배 드리길 기도합니다	2	0	False	0.652	NORMAL	N/A
4556	그냥 이혼후 합리화 아닐까	2	0	False	0.5464	NORMAL	N/A
4568	애기들을 어른들 눈에 맞추려고 하지마시고 어른들이 애기들 눈높이에 맞추는게 정상 아닌가요?	2	0	False	0.5313	NORMAL	N/A
4574	와 봊나부럽노 재기후 남동충 방 박살내기파티 ㄹㅇ 인생파티각이노	2	1	False	0.5221	GENDER/COMMUNITY	N/A
4581	미국지잡다니는데 우리학교 화장실 절반 넘게 남녀공용임	2	0	False	0.5368	NORMAL	N/A
4585	한국에서나 외국 나가면 눈치보기 바쁘고 안에서는 털리지도길에서 저지랄하면 당장 깨스실 영업재개함...둘이먹다 하나죽어도 모르는 맛이 아니라 몇백만명이 마시고 전부 다 죽어도 모르는 도길 장인정신이 녹아있는 깨스	1	2	False	0.9187	RACISM	N/A
4610	혐오조장이 후장충파티 목적이면 똥꼬충들 전부 M이노	1	2	False	0.5345	LGBTQ	N/A
4640	씨발얼굴한남콘ㅋㅋㅋㅋㅋ존나웃기네 후장임신이라도 하셨나~^느^	1	2	False	0.5683	GENDER/COMMUNITY	N/A
4654	이참에 그냥 나라를 개슬람화시켜서 저년들에게 지옥을 보여주자알라후바라크!!!!!!!!!!!!!!!!!!!!!!!!	1	2	False	0.5038	RELIGION	N/A
4662	결말이 어캐 났나요?	2	0	False	0.6361	NORMAL	N/A
4672	이래서 자댕이한테는 사람취급 해주면 안된다 이기 쉰부랄달고 여자한테 대드노	2	1	False	0.5103	GENDER/COMMUNITY	N/A
4673	미국이 부럽다	2	0	False	0.5429	NORMAL	N/A
4702	진정한 남페미는 알아서 재기함 후팔 재기할 용기도 없으면서 페미운운하는거 역겹노	1	2	False	0.5092	GENDER/COMMUNITY	N/A
4744	ppap 크게 틀면 조용해짐	2	0	False	0.4992	NORMAL	N/A
4765	피싸개들이 낳아봐야 똥싸개뿐이지 별거있냐	1	2	False	0.5181	GENDER	N/A
4766	난 오줌싸고 꼬츄 휴지로 닦음	2	1	False	0.5608	NORMAL	N/A
4772	I'm a gain	2	0	False	0.5403	NORMAL	N/A
4797	진짜 차기 대통령감이다	2	0	False	0.5066	NORMAL	N/A
4809	절대... 라는건 좀 어렵네요 소모품이라...	2	0	False	0.5817	NORMAL	N/A
4831	정신또라이들 교회 다니는 인간들 졸라 재수없어 지들만 믿으면 되지 꼭 끌어드리려고 얼굴에다 염산 확 뿌려버려야지	1	2	False	0.5454	RELIGION	N/A
4839	오 난 당연히 노르웨이인인것을	2	0	False	0.5618	NORMAL	N/A
4864	양성평등이랑 성평등은 다른얘기다 김동식의원님 응원합니다! 제발 이 나라의 성평등을 막아주세요	2	0	False	0.5328	GENDER	N/A
4868	역시 똥꼬충들은 뇌가 벌집후장 옆에 치핵이랑 같이 대롱대롱 매달려있어서 그런가 저 이상의 생각을 하지 못하노.	2	1	False	0.5871	LGBTQ	N/A
4872	헤어지던가 재기하든가 둘중 하나는해라 소추벌벌거리긴 ㅉㅉ	1	2	False	0.6528	GENDER/COMMUNITY	N/A
4879	혜화역시위때 성님들 마체테들고 돼지고기 토막치러오겟놐ㅋㅋ	1	2	False	0.5569	GENDER/COMMUNITY	N/A
4888	정말 급하면 대형 마트에 가도 되긴 하는데, 배송비를 내더라도 인터넷이 저렴합니다.	2	0	False	0.556	NORMAL	N/A
4895	하........	2	0	False	0.5662	NORMAL	N/A
4897	이 정도면 청와대 청원감 아닌가요?	2	0	False	0.6216	NORMAL	N/A
4904	괴벨스의 선동이론도 모르느냐 게헛소리를 믹스해놓으니 한남들이 노발대발한거 아니겠느냐 이 빻은련아 네이련 웜상주바이러스 걸린련이 조신하지 못하게 어서가서 베둘레헴이나 확장시키거라	1	2	False	0.6916	GENDER/COMMUNITY	N/A
4913	얼마에 빌릴수있음?	2	0	False	0.5201	NORMAL	N/A
4917	하나님께서 선한 길로 인도하셔서, 꼭 교회가 한목소리를 내면서 사람들의 영적 갈급함을 채워주는 공동체가 되길 소망합니다.	2	0	False	0.6336	NORMAL	N/A
4930	지금도 미세먼지로 유린하자나ㅅㅂ 길가다 짱깨시끼들 걍 패죽여도 정당방위지안냐?	1	2	False	0.5716	RACISM	N/A
4932	말을 들으면 3살이 아니지. 준비가 안 된 어머니가 안타깝다	2	0	False	0.589	NORMAL	N/A
4937	가방안에 도시락이냐?	2	0	False	0.5402	NORMAL	N/A
4940	"다만 ""피고인이 범행 일체를 시인하고 잘못을 반성하는 점"	2	0	False	0.5004	NORMAL	N/A
4941	웃기다 ㅋㅋㅋㅋ	2	0	False	0.4998	NORMAL	N/A
4944	저는 무굔데 미션스쿨 출신이라 개신교 문화에 대해서는 알고 있습니다 성경이 소설이라고 한 부분에서 헉 했네요 개신교인 사람들 중 소설이라고 생각하는 사람이 있을까요?;;	2	0	False	0.5069	NORMAL	N/A
4955	제가 한번 먹어보겠습니다. 음.. 맛이 좋네요	2	0	False	0.6006	NORMAL	N/A
4960	와 멋잇다	2	0	False	0.5484	NORMAL	N/A
4998	미국에서는 9살 연하가 또래군	2	0	False	0.5589	NORMAL	N/A
5003	솔직히 별로 재미없음	2	0	False	0.5012	NORMAL	N/A
5007	개씹슬람 개슬람 짐승람 이 새끼들 앞으로 더 몰려 들어올텐데 언젠가 우리들이 좆망슬람새끼들을 몰아내야할 날이 올거다. 파오후, 쿰척.. 쿰척.	1	2	False	0.6546	RELIGION	N/A
5045	가치 납협. 소추한남? 거세박멸	2	1	False	0.5493	GENDER	N/A
5064	유튜브해서 남피해주는새끼들 걸리면 바로 모가지따서 직이뿌야된다	2	1	False	0.5802	SLUR	N/A
5081	자연이 좋아서	2	0	False	0.584	NORMAL	N/A
5086	붓다가 보면 어떤 생각을 하실까	2	0	False	0.4974	RELIGION	N/A
5110	신의 존재를 믿는다면 올바르게 살려고 노력하는 것일뿐. 기독교가 아니어도 좋은곳에 갔겠지. 그리고 두번째는 사람의 목숨은 하늘에 달렸으니 필요해서 먼저 데려갔다기 보단 알수없다가 솔직한 표현일거다	2	0	False	0.533	NORMAL	N/A
5111	준표형 마음 이해한다.	2	0	False	0.5491	NORMAL	N/A
5113	하나님께서 우리를 돌아봐주시기를....혼란의시기에 지혜의영을 부어주시기를...	2	0	False	0.609	NORMAL	N/A
5115	저친구는지금뭐할까	2	0	False	0.587	NORMAL	N/A
5140	한남은 죽으면 착해진다이기 흙이되야 착해짐 개사료로도 개 탈난다 안된다이기	2	1	False	0.7107	GENDER	N/A
5152	한남은 좆없음. 보지들한테 진짜 좆 알려줘야한다. 참교육^느^	2	1	False	0.6002	GENDER	N/A
5158	잘됐노 저길로 젠신병자하면 되겠다이기야~ 빨리 군머가서 앞후장대줘라이니야 ^느^	1	2	False	0.4985	LGBTQ	N/A
5193	터키 정교분리잖아.	2	0	False	0.6229	NORMAL	N/A
5196	쿵쾅피싸개	1	2	False	0.6493	GENDER	N/A
5197	백퍼 짬지에다가 당근도 넣엇다	1	2	False	0.575	GENDER	N/A
5202	형님 안녕하세요 정말로 형님의 여동생분과 교제를 하고 싶습니다 꼭 연락주세요	2	0	False	0.5327	NORMAL	N/A
5207	부산의 전라도영도새끼들 반성해라영도새끼들 아무래도 섬사람이라존나 개새끼들 많음암튼 성격 좆같은새끼들도 존나 많고사색즐기는새끼 변태같은새끼 일단 말투만 경상도고 하는짓 생긴거는 전라도임	1	2	False	0.6717	REGIONAL	N/A
5215	좆팔 미쳤노 웜에서 혐애 소리하는 개돼지들이 아직도 있노? 윾입들 웜 스탠스 흐릴거면 커뮤가라이기	1	2	False	0.838	GENDER	N/A
5221	전라도에서 북괴 김씨 3부자 쳐빠는 새키들이 바로 저런 부류임북괴 주체사상교가 기독교의 변형된 사이비형태거든나라 10창내고 부정선거 저지른 종중 종북 매국노 민족반역 공산 독재자 문재앙 지지율이 지금 전라도에서 92프로임	1	2	False	0.8292	REGIONAL	N/A
5227	여자 다섯명이서 가위치기!! 인간지네!!	1	2	False	0.6994	GENDER	N/A
5235	왜? 공론화가 필수일까요?	2	0	False	0.6443	NORMAL	N/A
5238	똥꼬충쌔끼 커밍아웃한번 신박하게하노ㄱㅋㅋㄱ외국에서 남자좀 꼬셔본거 당당하게 자랑하노 후장걸레놈	1	2	False	0.6304	LGBTQ	N/A
5246	잘 몰라 그러는데, 시아버지 시어머니 이게 높여부르는 의미인가요? 그게 아니고 그냥 호칭인 거 같은데요. 차라리 장인 장모가 높임 의미가 들어간 거 같은데...	2	0	False	0.5518	NORMAL	N/A
5253	안그래도 자연도태되고 있는게 Y유전자인 쀼젤~~~ 한남충 끠지컬보다 나련이 더 힘 세고 강할 것 같다이기야노	1	2	False	0.5324	GENDER	N/A
5255	제목 안바꾸세요?	2	0	False	0.5535	NORMAL	N/A
5256	와~높네 높아	2	0	False	0.5104	NORMAL	N/A
5258	반일정신병 = 김치녀	1	2	False	0.8605	GENDER	N/A
5263	ㅇㄱㅆㄹㅇ ㅋㅋ 꼭 돈으로 하는걸 나올필요가잇노? 그 여자가 자댕이를 앵나 부려먹는 스토리인가본데 고딩때 뭔 돈으로 부려먹고 자시고할게있냐익이?ㅋㅋㅋㅋㅋ	1	2	False	0.7847	GENDER	N/A
5265	죽기 직전의 상폐같은데 저게 진짜 중학생와꾸노? 걍 재기하면 좋겠노	1	2	False	0.5559	AGE	N/A
5273	야 길게 말할 것도 없노. 자지가 없어서 그런다. 남성성-큰 고추-이 강한 냄져들은 여자 몸이 어쩌구저쩌구 가슴크기가 어쩌구 저쩌구 좆도 신경 안 쓰노. 왜냐면 자기가 가진 남성성만으로도 남자라는 걸 어필하기에 충분하기 때문이노. 한남은 남성성이 좆도 없어서 큰 가슴	1	2	False	0.5644	GENDER	N/A
5282	분수샷 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1	2	False	0.6687	SLUR	N/A
5290	말도안되네요 정말 ㅡㅡ	2	0	False	0.5807	NORMAL	N/A
5292	이런데도 탈북자 옹호하는 개씨발 틀딱새끼들부터 사형시켜야한다	1	2	False	0.7702	AGE	N/A
5301	죽기직전까지 와꾸가 상폐한거 같은데 이참에 죽이자이기^문^	1	2	False	0.5593	AGE	N/A
5309	개 좆같은 똥남아 씨발련이 국개의원 됐다고 존나 유새부리고 다니네 개썅년이 살살 빨아 쟤껴주니 뵈는게 없어	1	2	False	0.7817	RACISM	N/A
5316	넘 단조로운거같은데	2	0	False	0.5468	NORMAL	N/A
5320	김치년 수준	1	2	False	0.7669	GENDER	N/A
5341	출산정책때매 그런건가	2	0	False	0.5974	NORMAL	N/A
5344	성매매 앵나게 하고 뒷통수 좆나 치는 라도남 무시하지 말아라 말투가 얌전해서 그렇지 까놓고 보면 얍샵하게 비열하노 와꾸도 키큰 놈들 없고 앵나게 빻음	1	2	False	0.6426	REGIONAL	N/A
5345	짱깨바이러스 짱깨폐렴	1	2	False	0.8356	RACISM	N/A
5348	콘돔은 말이다... 가운데를 바늘로 찔러.그리고 양 면에 저렇게 포장의 바늘자국이 안 보이도록 스티커를 붙여서 주는 거다.그게 바로 에이즈 협찬 나눔의 삶이란 거지.	1	2	False	0.801	SLUR	N/A
5350	소신발언 지지합니다	2	0	False	0.6254	NORMAL	N/A
5354	아이는 부모의 소유물이 아닙니다!!!! 아동학대 및 아동상범죄에 대한 강력한 처벌 필요합니다!!!!!!	2	0	False	0.4982	NORMAL	N/A
5357	야들야들한 양쇼리니나 자질큰 흑남이 맍나는것도 손해구먼 한남을 외국나가서따먹고잇노	1	2	False	0.517	GENDER	N/A
5371	전라도 새끼들이 전국으로 퍼지면서 일어날일 끔찎한 살인 강간 강력범죄 간통 폭력 절도 노약자장애인약취 유린 유기 사건이 많이 일어날꺼다 봐라 ㅋㅋㅋㅋㅋ	1	2	False	0.7268	REGIONAL	N/A
5372	에휴.... 정신 장애가 있는게 아닌가 싶은데요 ㅠㅠ	2	0	False	0.5199	SLUR	N/A
5381	ftm들 흉자중에 최강임. 냄져좆 빨다못해 여자인 본인까지 혐오해서 지가 남잔줄 앎. 내가 그랬었노	1	2	False	0.7895	LGBTQ	N/A
5389	씨발 라도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1	2	False	0.8275	REGIONAL	N/A
5395	합법적 살인권만 주어지면 k9몰고 가 다 쓸어버릴 자신 있는데 대한민국에 엠흑 개슬람 조선족 외노자 새끼들은 안 된다 무적권 안 된다	1	2	False	0.5023	RACISM	N/A
5399	뒤져씨발 ㅋ	1	2	False	0.6705	SLUR	N/A
5401	김치년과 비교해봐	1	2	False	0.8859	GENDER	N/A
5406	반갑습니다 저도 그 동네에서 오래 살았어요 76년생 입니다 간증에 감사함이 절로 나옵니다	2	0	False	0.5905	RELIGION	N/A
5416	응 한국 새끼들 존나 똥송하고 못생긴게 문제야 ^^씹 호빗에 실좆에 얼굴 존나 크고 비율 개 똥망한 동양인을 누가 좋아하냐 ㅋㅋㅋ똥양인으로 태어난 너네 운명을 탓해 ^^	1	2	False	0.5377	RACISM	N/A
5418	쌀국 자댕이들이 부랄딸랑이면 볼 만 하겠노 껄껄	1	2	False	0.5744	GENDER	N/A
5423	소추왜이리 박혔나 했더니 워딩조팔ㅋㅋㅋ윾입이노	1	2	False	0.8774	GENDER	N/A
5425	당연한거아님? 몸무게도 다른뎅	2	0	False	0.5509	NORMAL	N/A
5436	이제 여자만 따먹으면됨?	1	2	False	0.8737	GENDER	N/A
5437	가운데 에서 살짝오른쪽 앉아있는아재 귀두보인다 그리고 가운데 살짝 왼쪽은 입으로빨아주고있네	1	2	False	0.6498	SLUR	N/A
5463	누구하나 총기탈취해서 난사좀 하고 가면안되낭	1	2	False	0.6366	SLUR	N/A
5466	ㅋㅋㅋㅋㅋㅋ 중국년들에 비해서 숫자가 적으면 적은거랑께? ㅋㅋㅋㅋㅋ 인구대비 창녀비율 전세계 넘사 김치년들ㄹ이 ㅋㅋㅋㅋㅋㅋㅋㅋ	1	2	False	0.7656	GENDER	N/A
5468	병신한국인 인종자체가 병신인듯	1	2	False	0.6792	RACISM	N/A
5469	씨발 빼박 인도간 한남충이노. 저런 짓할 놈은 한남충밖에 없다...	1	2	False	0.8147	GENDER	N/A
5473	딸 일로와~ 쑤컹쑤컹	1	2	False	0.8654	SLUR	N/A
5490	모범을보일사람들아닌가	2	0	False	0.618	NORMAL	N/A
5494	전라도 새끼들은 전라도에서 태어난 것 자체가 전과1범임.스스로 그 인습의 굴레에서 벗어날 생각도 않고 98% 아메바처럼 똘똘 뭉쳐서 국가에 해만 됨.	1	2	False	0.7067	REGIONAL	N/A
5498	아직도 한남충들의 진실을 모르는 사람들이 많다 이기야 전세계적으로 다 퍼져서 모든 사람들이 알아야하노	1	2	False	0.8281	GENDER	N/A
5506	추천요정 나한테 추천을 줘~~~~~````	0	2	False	0.7636	NORMAL	N/A
5537	저분도 신변위협당하다 다리건너시는거아니냐	2	0	False	0.5098	NORMAL	N/A
5546	오히려 잘당했다는 생각드는데? 멍청한피싸개년들 인생 좆됨+ 병신같은 한남1충새끼들 몇만명 똥줄 존나탐일거양득 ㅋㅋ	1	2	False	0.6124	GENDER	N/A
5551	지금 바이든이 유리하네	2	0	False	0.572	NORMAL	N/A
5560	와 좆나 지 후장만큼이나 흘러내리노	1	2	False	0.7649	SLUR	N/A
5565	이딴 꼴 볼때마다 나는 살의에 차오르노 농담이 아니라 한남 지들이 이때까지 누려온거 고마운 줄도 모르고 대가리 텅텅 빈채로 빼애액 하는 꼴 볼때마다 살려둘 가치를 1기생충단위 만큼도 못 느끼겠노	1	2	False	0.6437	GENDER	N/A
5603	뒤에 붙여진거 보니까 고등학교같은데 저런건 누가 붙여서 만드는거임	2	0	False	0.5054	NORMAL	N/A
5605	약하면 쳐맞고 갈굼 당하는 것이 맞는 거다성폭행 당했다고 빼애애액 거리는 나약한 보지년들하고 뭐가 다르냐?니 애가 벤치 40키로만 들어도 깝치던 애새끼나 맘충 묵사발로 만든다이 일을 계기로 단련 시켜라	1	2	False	0.5463	GENDER/SLUR	N/A
5609	근데 여자 말투 개빡치긴 한다. 감히 계집년이 따박따박 말대꾸를 하냐??	1	2	False	0.8441	GENDER	N/A
5619	남는 장사	2	0	False	0.5989	NORMAL	N/A
5632	둘다 혐오스러운데 저학력 한남은 진짜 씹미개하고 옆에 두면 나까지 머갈빡 병신되는 느낌이라 노무싫노 면상 밟아서 눈알텨나오게 하고싶음	1	2	False	0.5003	GENDER/SLUR	N/A
5637	퀴어축제 반대반대 있어서는 안될일이에요	2	0	False	0.5841	LGBTQ	N/A
5643	두 눈으로 본다고 생각하면서들어왔는데..	2	0	False	0.6133	NORMAL	N/A
5647	남혐을 해도 미러링이 되고 농담을 해도 사실이 되는 마법! 진짜 한남은 얼마나 열등한 존재노 ㅋㅋㅋ 맨날 발기한놈만 봐서 10센치는 되는 줄 알았는 데 사실 노발기6.9도 안되노 진심 웃겼다 ㅋㅋㅋ	1	2	False	0.6252	GENDER	N/A
5648	가슴이 벅차오릅니다..한국교회의 연합기관이 반드시 하나 되어 원 리더십, 원 메시지를 내며 큰 우산을 펼칠 수 있도록 서로 살대가 되고, 지지목이 되고, 우재가 되어 힘을 모을 때라는 미래에대한 혜안을 갖고 길을 열어가고 있음에 감사합니다.	2	0	False	0.5633	NORMAL	N/A
5650	이건좀 오바같은데	2	0	False	0.5717	NORMAL	N/A
5651	저런 것들은 탱크로 밀어버려야 함!!	2	1	False	0.5292	SLUR	N/A
5652	최유정 닮았는데	2	0	False	0.5003	NORMAL	N/A
5661	씨발 좆같은 일산홍어촌 수준ㅋㅋㅋㅋ	1	2	False	0.802	REGIONAL	N/A
5663	앱충 180충이지만 그거라도 벌어야된다 옵충은 보험금안남겨도되니까 제발재기햇으면좋겠노.	1	2	False	0.5226	GENDER	N/A
5676	뭔노래가이러냐 가사있어도 알아듣기 힘들다	0	2	False	0.6272	NORMAL	N/A
5687	하여튼 진작에 자지들 도태되었어야하는데 살아있으니 문제노	2	1	False	0.5945	GENDER	N/A
5703	통구이 프리존 경기북부 살아서 기분 딱 조타	1	2	False	0.7549	REGIONAL	N/A
5706	맞노 여자들이 지갑 먹버하는 거 싫으면 안 만나주면 되잖노 김치년들 메갈년들 많은데 왜 여자를 못잃노? 풉킥 하여간 멍청하고 으지도 없노ㅋㅋㅋ	1	2	False	0.7679	GENDER	N/A
5723	365일 레인보우축제중	2	0	False	0.554	LGBTQ	N/A
5737	아니 저 씨발년은 왜 자꾸 우리나라 우리나라거리냐 씨발년이 생긴거부터 좆미개동남아새끼가 왜 우리나라거리는거여 존나기분나쁘게	1	2	False	0.7914	RACISM	N/A
5740	게이,성소수자,동성애자 다 좆까는 소리고,공식석상에선 호모,비공식적 자리에선 후장충,씹호모 정도가 적절해보임.	1	2	False	0.568	LGBTQ	N/A
5744	칼로 잘라버려 좆팔 다 썩어 뭉그러진 걸레짝 달고있노	2	1	False	0.644	SLUR	N/A
5752	개슬람을 죽이면 되는거아니냐?	1	2	False	0.6538	RELIGION	N/A
5753	유충낙태는 에티켓 봊나 맞는말이노 워추다 이기	1	2	False	0.6801	GENDER	N/A
5754	6. 당연 씨발년들 성형으로 면상 다 갈아엎으니까 전국 각 지방에서 예쁜 여자들 서울로 다 모이니까 글고 인구가 많다보니 못생긴 년들도 그만큼 많음	1	2	False	0.7879	GENDER	N/A
5773	강간도하고 테러나 좀 했으면 좋겠다그래야 소중함을 알지	1	2	False	0.8016	RACISM	N/A
5777	미친 씨발 서울에 무슬림 기도실이 있다는게 미친거 아니냐?? 원숭이 개새끼야!!! 개독이나 땡중들 기도실은 만들어줬냐 이 씨발새끼야	1	2	False	0.8621	RELIGION/RACISM	N/A
5778	저기에 시리아군 하나씩 묶어서 총으로 존나 쏘겟노	1	2	False	0.6815	RACISM	N/A
5790	그렇긴한데 항상 조심은 해라 전라도새끼들은 중국만큼은 아니지만 칼로 사람 담구는거 생활스포츠로 안다	1	2	False	0.6125	REGIONAL	N/A
5797	현실적인 엔딩이네 역겨운 맘충년들 삼대가 망해야 함	1	2	False	0.5513	GENDER	N/A
5803	좆놈들이 얼마나 하등하냐면	1	2	False	0.8651	GENDER	N/A
5810	사스가 예수랑 쓰리썸하는 클라스할렐루야 정액 들어간다!	1	2	False	0.5993	RELIGION	N/A
5811	드물게 보이노. 게이팝에 환상가지고 한국말 배워서 모델일 하는 러시아여자 양아치 한남 자댕이 만나노	1	2	False	0.7009	RACISM/GENDER	N/A
5823	12한남인데 열두마리 왜 다 똑같이 생겼놐ㅋㅋㅋㅋㅋ웃챙ㅋㅋㅋㅋㅋㅋ후팔	1	2	False	0.7772	GENDER	N/A
5830	주면 먹음?	2	0	False	0.5047	NORMAL	N/A
5831	시발년들이 전라도 빼면 없다 저런짓 하는 새끼들	1	2	False	0.7649	REGIONAL	N/A
5837	개슬람 새끼들은 두가지로 구분할수 있다. 현재 테러범, 미래의 테러범	1	2	False	0.7556	RELIGION/RACISM	N/A
5843	우리가 감격을 잊어버리면 안되지요~ 다시 다짐해 봅니다	2	0	False	0.6636	NORMAL	N/A
5851	벌써 활동 들어갔구만	2	0	False	0.5482	NORMAL	N/A
5856	우리나라에서 인구대비 가장문제일으키는 외노자새끼들이파키스탄/방글라데시 새끼들인거만봐도 답이나옴 ㅅㅂ안그래도 인종적으로 열등한대 개슬람까지 융합되서 답이없어짐	1	2	False	0.8557	RACISM/RELIGION	N/A
5857	좆같은 개독교의 유일한 장점이 똥꼬충 박멸인 것이지	1	2	False	0.8043	LGBTQ/RELIGION	N/A
5863	생리냄새가 아니라 어휴 보릉내 홍어삭힌내거 왜이렇게나니	1	2	False	0.6119	GENDER/REGIONAL	N/A
5872	고상무? 대장암 걸려서 한강에서 재기한놈 아니노	1	2	False	0.6962	GENDER/SLUR	N/A
5873	겁나 잘쓰네 ㅋㅋ	0	2	False	0.6774	NORMAL	N/A
5883	홍진호는 요즘 뭐먹고 사냐?	0	2	False	0.6027	NORMAL	N/A
5885	아니 시발 틀딱새끼들아 너네 애국자라며 그럼 시발나라를 위해 빨리 노짱따라가세요. 왜 세금만 축내세요나라 힘들어지게	1	2	False	0.6945	AGE	N/A
5889	피카츄 배나 만집시다	2	0	False	0.5619	NORMAL	N/A
5891	게이를 다죽이면 게이가 안생기지않을까?	1	2	False	0.779	LGBTQ	N/A
5892	관짜고누워야될 틀딱 수영한물은 시체물인데 마시는거 역겹노	1	2	False	0.7563	AGE	N/A
5897	오저가 클래식티비네	2	0	False	0.4935	NORMAL	N/A
5904	일베성정신병이 올바른 표현이다 성소수자는 일베경상화랑도새끼들이 퍼트리는 선동단어다	1	2	False	0.8137	REGIONAL/LGBTQ	N/A
5908	여자,전라도만 안뽑아도 회사 이윤 2배 상승	1	2	False	0.8837	GENDER/REGIONAL	N/A
5910	역시 여자는 머리만 길지 사상은 짧은동물	1	2	False	0.9284	GENDER	N/A
5920	난 삼국지 중에서 제일 좋아하는 캐릭터 = 유방	0	2	False	0.5408	NORMAL	N/A
5921	느그마 구멍에 횐장한 틀딱쟁이 는 잘있노?	1	2	False	0.5284	AGE/SLUR	N/A
5925	전라도 홍어 = 대한민국 발전의 걸림돌 진정한 폐족(폐기물 족속)	1	2	False	0.5874	REGIONAL	N/A
5929	잘생겨봤자 열등인종 개슬람일뿐이라고 미친새끼들아 예수님 저들을 용서해주세요 저들은 자신들이 무슨짓을 하는지 모릅니다	1	2	False	0.778	RELIGION/RACISM	N/A
5936	세계인들은 무슬림을 죽일 권리가 있다	1	2	False	0.6904	RELIGION	N/A
5946	한 10년있으면 김치녀들이랑 결혼해서 명예살인 함 일어날듯.	2	1	False	0.5029	GENDER	N/A
5951	이래서 자지는 이성적이지 못하고 비논리적이라는 거다	1	2	False	0.5112	GENDER	N/A
5952	맘충애새끼면 이미 병신임	1	2	False	0.8663	GENDER/AGE	N/A
5953	전교좃이 낳은 기형아들... 애라도 싸지말지 왜 싸질러서..신발	1	2	False	0.6598	AGE/POLITICS	N/A
5962	다문화 난 찬성함 한녀들이 안대주니깐 그거라도 찬성해야됨	1	2	False	0.798	GENDER/RACISM	N/A
5972	똥남아새키는안됨 총기난사한다백퍼	1	2	False	0.6227	RACISM	N/A
5975	그런 얘기는 안해야 되는거 아닙니까? 누가 협박하지도 않은거같은데 자청해서 그런내용을 밝히면 뭐가 잘못된거 아닌가요?	0	2	False	0.5345	NORMAL	N/A
5977	ㅆㅂ 나라가 미쳐돌아가는구나 똥꼬충에 레비년들에 아주 개판이네 삼청교육대가 다시 필요한 이유 ㅆㅂ 매엔 장사없다 아주 정산머리를 뜯어고쳐나야 저딴짓을 안하지	1	2	False	0.6296	LGBTQ	N/A
5978	목사님~지금 믿는자가 일어설때 아닌가요?누구에게 누가 사과를 한단말씀이십니까? 같은 믿는자로 가슴이아프네요. 성도가 목회자를위해 기도해야할 세상입니까? 이 정권이 두려우신건가요?	2	0	False	0.5262	RELIGION	N/A
5982	아냐 새끼야 ㅋㅋ 펨코 애들은 선비질하다가 페미이슈로 갓끈정도 푼거고 일베는 태생부터 빤스벗고 페미 보지 째던 사이트야. 니가 급식충이라 뭘 모르는거야	1	2	False	0.7333	GENDER	N/A
5983	꿈이 경찰 ㅋㅋㅋ	0	2	False	0.5123	NORMAL	N/A
5991	남여평등을 고려하여 병역의무를 똑같이 하는데에 반대해야 할 명분은 없을것 같다. 다만 어떠한 방법으로 형평성에 어긋나지 않게 할 수 있을지 깊은 고민을 해야한다.	2	0	False	0.5188	NORMAL	N/A
